statefp,state_name,X,Y,shapeid
15,Hawaii,-157.27722,21.158431,15151
15,Hawaii,-157.249695,21.184400999999998,15151
15,Hawaii,-157.26069,21.225683999999994,15151
15,Hawaii,-157.202125,21.219298,15151
15,Hawaii,-157.128207,21.201487999999994,15151
15,Hawaii,-157.039987,21.190908999999998,15151
15,Hawaii,-157.014267869299,21.2006942662583,15151
15,Hawaii,-156.984032,21.212198,15151
15,Hawaii,-156.962847,21.212131,15151
15,Hawaii,-156.921108,21.169068,15151
15,Hawaii,-156.917859561199,21.169021346281102,15151
15,Hawaii,-156.841592,21.167925999999998,15151
15,Hawaii,-156.742231,21.176213999999998,15151
15,Hawaii,-156.709106,21.158655,15151
15,Hawaii,-156.73934199999997,21.111335999999998,15151
15,Hawaii,-156.8022,21.067094999999995,15151
15,Hawaii,-156.877137,21.049300000000002,15151
15,Hawaii,-156.953872,21.066128,15151
15,Hawaii,-157.02617,21.089014999999996,15151
15,Hawaii,-157.08066,21.101976,15151
15,Hawaii,-157.171606,21.090701,15151
15,Hawaii,-157.252534,21.08767,15151
15,Hawaii,-157.310748,21.101627,15151
15,Hawaii,-157.27722,21.158431,15151
15,Hawaii,-158.23219199999997,21.583806,15161
15,Hawaii,-158.12561,21.586738999999998,15161
15,Hawaii,-158.079895,21.628100999999994,15161
15,Hawaii,-158.050692,21.671215,15161
15,Hawaii,-157.9923,21.708000000000002,15161
15,Hawaii,-157.968628,21.712704,15161
15,Hawaii,-157.924591,21.651183,15161
15,Hawaii,-157.87734999999998,21.575277,15161
15,Hawaii,-157.83694500000001,21.529944999999998,15161
15,Hawaii,-157.84548999999996,21.466746999999998,15161
15,Hawaii,-157.81390000000002,21.4403,15161
15,Hawaii,-157.764572,21.461335,15161
15,Hawaii,-157.722506,21.459225,15161
15,Hawaii,-157.724324,21.403310999999995,15161
15,Hawaii,-157.7106,21.3585,15161
15,Hawaii,-157.6518,21.3139,15161
15,Hawaii,-157.65510785904,21.309280288451298,15161
15,Hawaii,-157.673069,21.284195999999998,15161
15,Hawaii,-157.70010000000002,21.264,15161
15,Hawaii,-157.7572,21.278000000000002,15161
15,Hawaii,-157.779944,21.265252,15161
15,Hawaii,-157.80960000000002,21.257699999999996,15161
15,Hawaii,-157.851048,21.28453,15161
15,Hawaii,-157.89000000000001,21.3065,15161
15,Hawaii,-157.950736,21.312509,15161
15,Hawaii,-157.981525,21.315898,15161
15,Hawaii,-158.02450000000002,21.3093,15161
15,Hawaii,-158.0883,21.2988,15161
15,Hawaii,-158.10330000000002,21.297900000000002,15161
15,Hawaii,-158.129371,21.344818,15161
15,Hawaii,-158.13093136645998,21.3489558479967,15161
15,Hawaii,-158.1403,21.373800000000003,15161
15,Hawaii,-158.1792,21.404300000000003,15161
15,Hawaii,-158.182648,21.430073,15161
15,Hawaii,-158.233,21.4876,15161
15,Hawaii,-158.231171,21.523857,15161
15,Hawaii,-158.277679,21.578789,15161
15,Hawaii,-158.23219199999997,21.583806,15161
15,Hawaii,-159.783746,22.064897,15171
15,Hawaii,-159.745247,22.097507999999998,15171
15,Hawaii,-159.730544,22.139952999999995,15171
15,Hawaii,-159.705531,22.159321,15171
15,Hawaii,-159.61165,22.201387999999994,15171
15,Hawaii,-159.58105799999996,22.223488,15171
15,Hawaii,-159.543924,22.221695,15171
15,Hawaii,-159.510756,22.203547999999998,15171
15,Hawaii,-159.48793899999998,22.229512,15171
15,Hawaii,-159.43170699999996,22.220014999999997,15171
15,Hawaii,-159.402466,22.232602999999994,15171
15,Hawaii,-159.361507,22.214091999999997,15171
15,Hawaii,-159.312293,22.183081999999995,15171
15,Hawaii,-159.293013,22.12296,15171
15,Hawaii,-159.31828,22.061417,15171
15,Hawaii,-159.334489,22.041698,15171
15,Hawaii,-159.332564,21.999352,15171
15,Hawaii,-159.33768,21.951173,15171
15,Hawaii,-159.38527099999996,21.912439,15171
15,Hawaii,-159.44486799999999,21.868627,15171
15,Hawaii,-159.526918,21.883886,15171
15,Hawaii,-159.574521,21.892806,15171
15,Hawaii,-159.60327899999996,21.892247999999995,15171
15,Hawaii,-159.649766,21.933847999999998,15171
15,Hawaii,-159.707795,21.961229,15171
15,Hawaii,-159.754795,21.977771999999998,15171
15,Hawaii,-159.786702,22.018801,15171
15,Hawaii,-159.783746,22.064897,15171
15,Hawaii,-160.24961,21.815144999999998,15181
15,Hawaii,-160.22896499999996,21.889117,15181
15,Hawaii,-160.193959,21.922386,15181
15,Hawaii,-160.13705,21.948631999999996,15181
15,Hawaii,-160.122262,21.962881,15181
15,Hawaii,-160.112746,21.995245,15181
15,Hawaii,-160.072123,22.003334,15181
15,Hawaii,-160.058543,21.99638,15181
15,Hawaii,-160.051128,21.981059999999996,15181
15,Hawaii,-160.070292,21.963950999999998,15181
15,Hawaii,-160.08578699999998,21.927294999999997,15181
15,Hawaii,-160.07906500000001,21.896079999999994,15181
15,Hawaii,-160.124283,21.876789,15181
15,Hawaii,-160.156092,21.867929999999998,15181
15,Hawaii,-160.17479600000001,21.846923,15181
15,Hawaii,-160.18978199999998,21.822449999999996,15181
15,Hawaii,-160.205851,21.779517999999996,15181
15,Hawaii,-160.230373,21.789674999999995,15181
15,Hawaii,-160.24961,21.815144999999998,15181
04,Arizona,-114.799683,32.593621,04111
04,Arizona,-114.809393,32.617118999999995,04111
04,Arizona,-114.76494999999998,32.649391,04111
04,Arizona,-114.71963300000002,32.718762999999996,04111
04,Arizona,-114.70571699999999,32.741581,04111
04,Arizona,-114.667493,32.734226,04111
04,Arizona,-114.617386523962,32.7410527731766,04111
04,Arizona,-114.570675,32.747417,04111
04,Arizona,-114.531746,32.782503,04111
04,Arizona,-114.468971,32.845155,04111
04,Arizona,-114.463127,32.901883999999995,04111
04,Arizona,-114.47664,32.923628,04111
04,Arizona,-114.481315,32.972063999999996,04111
04,Arizona,-114.511343,33.023455,04111
04,Arizona,-114.517066790281,33.0246287635685,04111
04,Arizona,-114.575161,33.036542,04111
04,Arizona,-114.62829299999999,33.03105199999999,04111
04,Arizona,-114.670803,33.037984,04111
04,Arizona,-114.706175,33.105335,04111
04,Arizona,-114.679359,33.159518999999996,04111
04,Arizona,-114.678097,33.2303,04111
04,Arizona,-114.67449100000002,33.255596999999995,04111
04,Arizona,-114.723259,33.288078999999996,04111
04,Arizona,-114.707962,33.323420999999996,04111
04,Arizona,-114.70734799999998,33.376628,04111
04,Arizona,-114.72528199999998,33.405048,04111
04,Arizona,-114.673901,33.418299,04111
04,Arizona,-114.635183,33.422726,04111
04,Arizona,-114.62914651818899,33.43354499999979,04111
04,Arizona,-114.59728300000002,33.490653,04111
04,Arizona,-114.524599,33.552231,04111
04,Arizona,-114.529186,33.606649999999995,04111
04,Arizona,-114.525201,33.661583,04111
04,Arizona,-114.504993,33.693022,04111
04,Arizona,-114.496565,33.719155,04111
04,Arizona,-114.50486299999999,33.760464999999996,04111
04,Arizona,-114.52046499999999,33.827777999999995,04111
04,Arizona,-114.505638,33.864276,04111
04,Arizona,-114.508708,33.900639999999996,04111
04,Arizona,-114.534987,33.928498999999995,04111
04,Arizona,-114.509568,33.957263999999995,04111
04,Arizona,-114.454807,34.010968,04111
04,Arizona,-114.43550399999998,34.042615,04111
04,Arizona,-114.43009113852001,34.078931406279494,04111
04,Arizona,-114.428026,34.092787,04111
04,Arizona,-114.405941,34.11154,04111
04,Arizona,-114.348052,34.134457999999995,04111
04,Arizona,-114.292806,34.166725,04111
04,Arizona,-114.229715,34.186928,04111
04,Arizona,-114.17805,34.23996899999999,04111
04,Arizona,-114.139055,34.259538,04111
04,Arizona,-114.14081715128,34.3031275138817,04111
04,Arizona,-114.14093,34.305918999999996,04111
04,Arizona,-114.172845,34.344978999999995,04111
04,Arizona,-114.26431699999999,34.401329,04111
04,Arizona,-114.335372,34.450038,04111
04,Arizona,-114.378852,34.450376,04111
04,Arizona,-114.378223,34.516521,04111
04,Arizona,-114.422382,34.580711,04111
04,Arizona,-114.465246,34.691202,04111
04,Arizona,-114.490971,34.724847999999994,04111
04,Arizona,-114.576452,34.8153,04111
04,Arizona,-114.63438199999999,34.87288999999999,04111
04,Arizona,-114.629769,34.943039999999996,04111
04,Arizona,-114.63348699999999,35.001857,04111
04,Arizona,-114.62506899999998,35.068478,04111
04,Arizona,-114.619905,35.121632,04111
04,Arizona,-114.59912,35.12104999999999,04111
04,Arizona,-114.57274699999999,35.138724999999994,04111
04,Arizona,-114.587129,35.26237599999999,04111
04,Arizona,-114.62713699999999,35.409504,04111
04,Arizona,-114.66449999999999,35.449497,04111
04,Arizona,-114.663105,35.524491,04111
04,Arizona,-114.653406,35.610789,04111
04,Arizona,-114.689407,35.651412,04111
04,Arizona,-114.697309,35.733686,04111
04,Arizona,-114.70371,35.814585,04111
04,Arizona,-114.669687,35.865083999999996,04111
04,Arizona,-114.70027099999999,35.901772,04111
04,Arizona,-114.73115900000002,35.943916,04111
04,Arizona,-114.74277900000001,36.009963,04111
04,Arizona,-114.743299245886,36.065935173760096,04111
04,Arizona,-114.743342,36.070535,04111
04,Arizona,-114.73616499999999,36.104366999999996,04111
04,Arizona,-114.66653799999999,36.117343,04111
04,Arizona,-114.62785499999998,36.141011999999996,04111
04,Arizona,-114.572031,36.15161,04111
04,Arizona,-114.51172099999998,36.150956,04111
04,Arizona,-114.487034,36.129396,04111
04,Arizona,-114.448654,36.12641,04111
04,Arizona,-114.41694999999999,36.145761,04111
04,Arizona,-114.372106,36.143114,04111
04,Arizona,-114.337273,36.10801999999999,04111
04,Arizona,-114.316109,36.063109,04111
04,Arizona,-114.27064499999999,36.03572,04111
04,Arizona,-114.21368999999999,36.015613,04111
04,Arizona,-114.151725,36.024563,04111
04,Arizona,-114.138203,36.053160999999996,04111
04,Arizona,-114.09987,36.121654,04111
04,Arizona,-114.046838,36.194069,04111
04,Arizona,-114.048226,36.268874,04111
04,Arizona,-114.04758399999999,36.325573,04111
04,Arizona,-114.049493,36.604059,04111
04,Arizona,-114.05016077608799,36.8431415396894,04111
04,Arizona,-114.05059999999999,37.000395999999995,04111
04,Arizona,-113.96590699999999,37.000025,04111
