Date,state_name,ZHVI_3bedroom,ZHVIPerSqft_AllHomes,ZHVI_TopTier,ZHVI_AllHomes,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_4bedroom,ZHVI_BottomTier,ZHVI_5BedroomOrMore,ZHVI_2bedroom,ZHVI_CondoCoop,ZHVI_1bedroom
2000-06-30,Washington,169900,104,285300,168500,168500,170400,225700,104100,262600,136500,150300,119400
2000-06-30,WestVirginia,61900,41,90500,48200,48200,48100,81900,NA,91800,NA,74500,NA
2000-06-30,Wisconsin,117800,82,181500,115900,115900,116400,146800,79900,169300,92900,114800,84900
2000-06-30,Wyoming,NA,80,NA,107800,107800,107900,118200,79200,NA,NA,102900,NA
2000-07-31,Alabama,93800,57,163800,92200,92200,91700,174600,49600,239300,56900,113000,66200
2000-07-31,Alaska,174500,118,241600,173900,173900,181600,217700,131700,276000,124700,126400,92300
2000-07-31,Arizona,122900,77,214800,127600,127600,132600,164200,82400,243100,106600,94100,72300
2000-07-31,Arkansas,87100,48,129900,72500,72500,72400,151800,42100,235700,61700,85100,62400
2000-07-31,California,201800,139,420900,217500,217500,222000,273300,120800,375700,168100,194500,132400
2000-07-31,Colorado,175100,115,295300,175000,175000,181700,240600,117300,283500,140600,139400,109800
2000-07-31,Connecticut,162000,107,316200,164500,164500,175500,257400,101300,414100,118100,102800,76600
2000-07-31,Delaware,120300,83,200600,125300,125300,125300,187800,82300,219100,94900,NA,89000
2000-07-31,DistrictofColumbia,142200,134,360800,148800,148800,167500,230100,90700,570900,152500,143500,131300
2000-07-31,Florida,109600,69,194600,105800,105800,114100,162700,62000,254700,77700,83500,52300
2000-07-31,Georgia,114300,70,215700,120400,120400,119900,188100,72300,272100,85500,129200,116900
2000-07-31,Hawaii,222400,172,368400,217800,217800,258000,287900,117600,332000,171500,156900,130100
2000-07-31,Idaho,111400,72,183700,114600,114600,114900,138100,79900,168200,84400,103000,76200
2000-07-31,Illinois,131000,102,239900,134000,134000,133100,211200,72900,274300,108800,136000,108300
2000-07-31,Indiana,93900,62,151400,90000,90000,89500,NA,56100,149900,63800,103700,51000
2000-07-31,Iowa,89800,69,131900,75400,75400,74600,109300,57500,NA,71100,99500,63300
2000-07-31,Kentucky,100500,69,167300,94200,94200,93900,162500,57800,188600,78500,99800,65600
2000-07-31,Louisiana,110700,NA,145200,NA,NA,NA,NA,55300,NA,NA,NA,NA
2000-07-31,Maine,130500,93,212600,122600,122600,123200,163800,74600,201200,111000,116300,NA
2000-07-31,Maryland,130900,93,246800,140400,140400,147500,196600,80900,276000,98200,116800,80700
2000-07-31,Massachusetts,197600,131,350100,201800,201800,209700,290100,124600,385200,157700,164100,131100
2000-07-31,Michigan,133900,95,202900,116900,116900,113900,224300,67400,217600,101600,152400,84900
2000-07-31,Minnesota,139800,108,214400,133900,133900,135400,174900,85900,224500,118500,124000,85300
2000-07-31,Mississippi,81000,47,131700,74000,74000,73800,142200,42800,147800,NA,NA,NA
2000-07-31,Missouri,118300,79,185900,109700,109700,110800,192500,66900,244600,78500,96100,61300
2000-07-31,Montana,105200,81,145000,99900,99900,100900,115800,71700,135600,81900,92400,71000
2000-07-31,Nebraska,110200,76,166400,103800,103800,103800,163300,64800,133900,78700,107000,66800
2000-07-31,Nevada,136300,86,220600,140800,140800,150600,172600,100100,240100,105800,96500,NA
2000-07-31,NewHampshire,149100,88,222500,138500,138500,147500,195700,86200,218200,110100,108200,73600
2000-07-31,NewJersey,158500,105,302400,171500,171500,175300,230800,101400,294600,130400,119200,104500
2000-07-31,NewMexico,123000,77,198500,133200,133200,133300,161800,98900,206100,100100,NA,NA
2000-07-31,NewYork,92500,NA,NA,NA,NA,NA,NA,69500,202900,76500,NA,NA
2000-07-31,NorthCarolina,115500,75,205800,116100,116100,116600,192400,66500,240800,78100,110500,72900
2000-07-31,Ohio,105600,73,178100,106100,106100,106600,165100,64300,182000,76500,98300,59800
2000-07-31,Oklahoma,70600,48,124300,67600,67600,68000,125800,37300,148800,38000,49400,33800
2000-07-31,Oregon,147600,99,234700,148800,148800,149700,193000,102400,226400,117800,133800,103900
2000-07-31,Pennsylvania,95000,68,172300,93700,93700,101000,173300,50300,166000,77200,57200,66000
2000-07-31,RhodeIsland,138500,101,230700,137100,137100,139200,194600,97100,260800,116000,113000,91300
2000-07-31,SouthCarolina,110000,66,191200,99700,99700,97700,177600,55000,NA,78300,115100,78000
2000-07-31,SouthDakota,105200,82,158500,104900,104900,104900,120300,75400,155700,88200,108000,62600
2000-07-31,Tennessee,101800,59,168500,87800,87800,86800,179500,48800,260800,66300,107600,66900
2000-07-31,Texas,90000,57,173700,95700,95700,96400,150800,NA,NA,NA,NA,NA
2000-07-31,Utah,151800,111,240000,157400,157400,160800,169800,120700,210500,123200,137100,NA
2000-07-31,Vermont,128400,78,175700,NA,NA,NA,151400,NA,162400,106300,109200,95900
2000-07-31,Virginia,118800,81,250000,130300,130300,130100,201900,76000,284200,88100,132000,85100
2000-07-31,Washington,170600,105,286600,169100,169100,171000,226700,104500,263700,137400,150900,120300
2000-07-31,WestVirginia,62000,41,90900,48000,48000,47700,82300,NA,91900,NA,73900,NA
2000-07-31,Wisconsin,118200,82,182000,116000,116000,116400,147900,80600,170300,93500,114800,85300
2000-07-31,Wyoming,NA,81,NA,108300,108300,108400,118500,79000,NA,NA,103400,NA
2000-08-31,Alabama,93900,58,164700,92600,92600,92100,175400,49700,240100,57100,113100,67300
2000-08-31,Alaska,175800,118,242300,175400,175400,182700,219100,131800,277600,126000,127300,93800
2000-08-31,Arizona,123500,78,215700,128300,128300,133300,165000,82900,243700,107000,94600,72800
2000-08-31,Arkansas,87400,47,130600,72800,72800,72800,152700,42000,237600,62100,84800,62100
2000-08-31,California,203900,140,427200,219900,219900,224500,275700,121700,379700,170100,197000,134600
2000-08-31,Colorado,176600,116,298500,176600,176600,183200,242600,118300,286400,141900,141000,111400
2000-08-31,Connecticut,163000,107,319100,165500,165500,176700,259700,102000,418000,119000,104000,77500
2000-08-31,Delaware,121000,83,201100,125900,125900,125900,188600,82800,219100,95300,NA,90100
2000-08-31,DistrictofColumbia,142100,136,365000,148700,148700,167000,234100,91000,577200,152300,143600,131800
2000-08-31,Florida,110300,70,195700,106500,106500,114800,163700,62200,256500,78100,84100,52500
2000-08-31,Georgia,115000,71,216800,121200,121200,120700,189000,72300,273500,85800,129700,118400
2000-08-31,Hawaii,225000,174,371800,220100,220100,260700,290300,118900,333400,173300,158600,130900
2000-08-31,Idaho,111900,73,185200,114900,114900,115500,139000,79800,169100,84800,103100,77900
2000-08-31,Illinois,131000,103,241300,134400,134400,133400,212300,73200,275200,109400,136500,109100
2000-08-31,Indiana,94400,62,152000,90300,90300,89700,NA,56100,151000,63900,103800,51000
2000-08-31,Iowa,90600,70,132800,75900,75900,75300,109100,58000,NA,71700,99500,63800
2000-08-31,Kentucky,100600,69,168000,94700,94700,94200,163100,57900,188600,78700,99700,66000
2000-08-31,Louisiana,111900,NA,146400,NA,NA,NA,NA,55600,NA,NA,NA,NA
2000-08-31,Maine,132700,94,215700,125400,125400,125700,166300,75800,204200,114400,120100,NA
2000-08-31,Maryland,131400,93,248300,141000,141000,148000,197700,81100,277800,98400,117200,80800
2000-08-31,Massachusetts,200400,133,355200,204800,204800,212900,293800,125800,390200,160000,166900,133300
2000-08-31,Michigan,134400,96,204100,117300,117300,114400,225700,67500,219300,102300,153000,85300
2000-08-31,Minnesota,141300,109,216500,135300,135300,136800,176600,87100,227200,120000,125500,86700
2000-08-31,Mississippi,80800,46,132900,74000,74000,73700,143800,43100,149400,NA,NA,NA
2000-08-31,Missouri,119200,80,187700,110700,110700,111600,193700,67300,247100,78700,97000,61400
2000-08-31,Montana,105800,81,145200,100200,100200,101200,116300,73000,135900,82200,93100,72800
2000-08-31,Nebraska,111000,76,167400,104800,104800,104800,164000,65500,134900,79900,107900,68000
2000-08-31,Nevada,136600,86,221300,141400,141400,151100,173900,100700,240700,106100,96800,NA
2000-08-31,NewHampshire,150700,89,225800,140000,140000,149200,198400,86900,221400,111000,109300,74000
2000-08-31,NewJersey,159700,105,305800,173000,173000,176700,232900,102200,297600,131200,120100,105100
2000-08-31,NewMexico,123500,77,200300,132900,132900,132900,161900,99000,207300,100000,NA,NA
2000-08-31,NewYork,92900,NA,NA,NA,NA,NA,NA,69700,204600,76700,NA,NA
2000-08-31,NorthCarolina,115900,74,206700,116300,116300,116900,193200,66800,242300,78300,110600,73400
2000-08-31,Ohio,106100,74,178700,106600,106600,107100,165600,64500,182500,76800,98600,60000
2000-08-31,Oklahoma,71200,47,125000,68000,68000,68200,126500,37700,149500,38300,49500,33800
2000-08-31,Oregon,147800,99,235600,149100,149100,149800,193500,102800,227100,118200,134300,104300
2000-08-31,Pennsylvania,95300,69,173300,94100,94100,101500,174200,50500,167200,77400,57300,66100
2000-08-31,RhodeIsland,139400,101,234100,138200,138200,140300,196900,97800,264400,117000,114500,92500
2000-08-31,SouthCarolina,110300,66,192500,99900,99900,98000,178100,54900,NA,78500,115500,78000
2000-08-31,SouthDakota,105600,82,158200,105600,105600,105500,121700,76400,155900,88500,109900,62700
2000-08-31,Tennessee,102000,60,169000,87900,87900,87000,179700,48700,261600,66400,107700,67300
2000-08-31,Texas,90400,57,174400,96000,96000,96800,151100,NA,NA,NA,NA,NA
2000-08-31,Utah,152300,111,241000,157800,157800,161300,170300,121200,211100,123700,137400,NA
2000-08-31,Vermont,128400,78,176100,NA,NA,NA,150900,NA,163300,107700,110900,96700
2000-08-31,Virginia,119200,81,252000,131000,131000,130700,203300,76400,285900,88500,132900,86000
2000-08-31,Washington,171100,105,287500,169900,169900,171800,227700,104800,264700,138000,151500,120900
2000-08-31,WestVirginia,62100,42,91100,47600,47600,47400,82700,NA,92300,NA,73500,NA
2000-08-31,Wisconsin,118600,83,183000,116900,116900,116900,148900,81500,171400,93900,115100,85800
2000-08-31,Wyoming,NA,81,NA,109600,109600,109900,119500,79300,NA,NA,104400,NA
2000-09-30,Alabama,94300,58,165300,92800,92800,92300,176100,49900,241600,57400,112900,67900
2000-09-30,Alaska,177200,119,242800,176800,176800,183700,220500,132200,279700,127200,127900,95600
2000-09-30,Arizona,124000,78,216600,129000,129000,133900,165600,83300,244000,107600,95100,73200
2000-09-30,Arkansas,87700,47,131100,73100,73100,72900,153300,42300,238300,62500,84600,62400
2000-09-30,California,206000,142,433700,222400,222400,226900,278600,122500,383300,171900,200000,136300
2000-09-30,Colorado,178200,117,301500,178300,178300,184800,244700,119500,289300,143300,142300,112800
2000-09-30,Connecticut,163800,108,322000,166400,166400,177700,261500,102900,421700,119500,105000,78300
2000-09-30,Delaware,121600,84,201800,126600,126600,126600,189300,83200,219800,95500,NA,90800
2000-09-30,DistrictofColumbia,141800,137,368100,148600,148600,166800,236000,91100,584300,151600,143300,132500
2000-09-30,Florida,111000,70,197000,107200,107200,115400,164600,62600,258000,78500,84500,52700
2000-09-30,Georgia,115600,71,217700,121800,121800,121300,189500,72400,274800,86100,130400,119400
2000-09-30,Hawaii,227100,175,375200,222400,222400,263300,293200,120400,335500,175300,160500,132100
2000-09-30,Idaho,112200,73,186900,115200,115200,115700,140200,79700,170000,85100,102700,78900
2000-09-30,Illinois,131400,103,242700,134900,134900,134000,213300,73600,276500,110000,137000,109500
2000-09-30,Indiana,94600,62,152700,90600,90600,90000,NA,56200,152100,64100,104600,50900
2000-09-30,Iowa,90700,70,133500,75800,75800,75000,108500,58000,NA,71600,99600,63800
2000-09-30,Kentucky,100700,69,168200,95000,95000,94400,163500,58300,188700,79000,99700,66200
2000-09-30,Louisiana,112000,NA,147000,NA,NA,NA,NA,55600,NA,NA,NA,NA
2000-09-30,Maine,135100,96,219100,127800,127800,128000,168700,76700,206700,117500,123600,NA
2000-09-30,Maryland,131900,94,249700,141300,141300,148400,198500,81300,279400,98700,117600,81300
2000-09-30,Massachusetts,203000,135,360000,207600,207600,216000,297200,126700,395100,161900,169400,135100
2000-09-30,Michigan,135000,96,205500,117800,117800,115000,226900,67600,220600,102900,153900,85600
2000-09-30,Minnesota,142600,110,218700,136800,136800,138200,178200,87900,229500,121300,126800,88000
2000-09-30,Mississippi,80900,47,134300,73700,73700,73600,146000,43400,151200,NA,NA,NA
2000-09-30,Missouri,120100,81,189000,111200,111200,112300,194700,67900,249200,79300,98000,61800
2000-09-30,Montana,106000,81,145400,100500,100500,101500,116600,74200,136300,82600,93200,74300
2000-09-30,Nebraska,111500,77,168700,105400,105400,105500,164700,66100,136000,81100,108700,69400
2000-09-30,Nevada,137000,87,222300,142100,142100,151700,175300,101300,242000,106700,97200,NA
2000-09-30,NewHampshire,152400,89,228600,141500,141500,151000,200900,87500,224700,112000,110400,74500
2000-09-30,NewJersey,161000,106,308900,174500,174500,178000,234900,103100,300600,132200,120900,105800
2000-09-30,NewMexico,123900,77,202300,132700,132700,132700,162000,99300,208100,100500,NA,NA
2000-09-30,NewYork,93300,NA,NA,NA,NA,NA,NA,69900,206400,77100,NA,NA
2000-09-30,NorthCarolina,116300,75,207600,116900,116900,117500,193900,67200,243500,78600,110800,73900
2000-09-30,Ohio,106500,74,179400,106900,106900,107500,166100,64700,183000,77100,98700,60300
2000-09-30,Oklahoma,71400,48,125700,68200,68200,68500,127200,37800,149700,38300,49700,33800
2000-09-30,Oregon,148000,99,235900,149200,149200,150000,193800,102900,227500,118500,134600,104300
2000-09-30,Pennsylvania,95600,69,174200,94300,94300,101700,175200,50600,168200,77500,57500,66100
2000-09-30,RhodeIsland,141000,103,237600,139800,139800,141900,199500,98900,268400,118500,115900,94300
2000-09-30,SouthCarolina,110400,66,193500,100200,100200,98400,178600,54800,NA,78600,115600,78000
2000-09-30,SouthDakota,105800,82,158600,106100,106100,105800,123000,77100,156500,88700,111100,63000
2000-09-30,Tennessee,102200,60,169400,88100,88100,87100,179800,48900,262500,66400,107900,67400
2000-09-30,Texas,91000,57,175100,96500,96500,97400,151400,NA,NA,NA,NA,NA
2000-09-30,Utah,152900,112,242600,158700,158700,162200,171100,121600,211500,124200,137700,NA
2000-09-30,Vermont,128300,78,176600,NA,NA,NA,150800,NA,164100,109000,111800,97800
2000-09-30,Virginia,120000,82,254000,131700,131700,131200,204600,76600,287700,88900,133900,87000
2000-09-30,Washington,171400,105,288100,170500,170500,172400,228800,104900,265900,138300,152400,121300
2000-09-30,WestVirginia,62200,42,91400,47400,47400,47400,83100,NA,92600,NA,74000,NA
2000-09-30,Wisconsin,119500,83,184100,118200,118200,118300,149500,81600,172100,94300,115800,86500
2000-09-30,Wyoming,NA,82,NA,111600,111600,111900,121400,79800,NA,NA,105500,NA
2000-10-31,Alabama,94900,58,165700,92600,92600,92200,176700,50100,243000,57800,113400,68400
2000-10-31,Alaska,178200,120,242900,177700,177700,184400,221200,133300,281100,128100,128700,97500
2000-10-31,Arizona,124600,78,217800,129500,129500,134400,166000,83900,244700,108200,95500,74000
2000-10-31,Arkansas,88100,47,131700,73400,73400,73100,154000,42700,238800,62800,85600,63100
2000-10-31,California,208300,143,440200,225000,225000,229200,281200,123800,387000,173800,202800,137900
2000-10-31,Colorado,180000,118,304400,180000,180000,186600,247000,120400,292100,144500,143500,114100
2000-10-31,Connecticut,164600,109,324800,167200,167200,178700,263500,103600,425600,120200,106000,78800
2000-10-31,Delaware,122400,84,203300,127200,127200,127300,190500,83300,221200,95800,NA,91600
2000-10-31,DistrictofColumbia,140900,137,368900,148100,148100,166800,236500,91100,586500,150900,142700,132600
2000-10-31,Florida,111800,70,198800,108000,108000,116000,165800,63000,260100,79000,84900,53100
2000-10-31,Georgia,116100,71,218400,122600,122600,122100,189900,72800,276100,86700,131100,120600
2000-10-31,Hawaii,228600,177,378200,224000,224000,265500,295900,122100,338300,176700,161600,133500
2000-10-31,Idaho,112500,73,188100,115700,115700,116000,141600,80000,170700,85400,102400,79100
2000-10-31,Illinois,131900,104,244200,135700,135700,135100,214100,74100,278000,110500,137800,110200
2000-10-31,Indiana,94900,63,153200,90800,90800,90300,NA,56300,152800,64300,105700,50800
2000-10-31,Iowa,90400,70,134000,75600,75600,74600,108300,57900,NA,71500,99900,63900
2000-10-31,Kentucky,101000,69,168500,95200,95200,94800,163800,58600,189200,79100,99600,66400
2000-10-31,Louisiana,111800,NA,146700,NA,NA,NA,NA,55400,NA,NA,NA,NA
2000-10-31,Maine,135700,96,220600,128000,128000,128400,169900,76900,207600,117400,123500,NA
2000-10-31,Maryland,132300,94,251600,141900,141900,148900,199400,81500,281600,99300,118200,82000
2000-10-31,Massachusetts,206000,137,365100,210600,210600,219200,300500,127900,400400,164100,171800,136800
2000-10-31,Michigan,135700,97,206900,118400,118400,115500,228000,67800,221700,103500,154800,85800
2000-10-31,Minnesota,144000,111,221200,138300,138300,139700,179800,88400,231600,122300,128100,89200
2000-10-31,Mississippi,80700,47,134900,73500,73500,73400,147900,43600,152900,NA,NA,NA
2000-10-31,Missouri,120800,81,189600,111800,111800,113100,195300,68600,249000,80100,99200,62400
2000-10-31,Montana,106000,81,146000,100500,100500,101400,117000,74500,136600,82600,93100,74200
2000-10-31,Nebraska,112000,77,169900,105800,105800,105700,165700,66400,136900,81600,109700,70000
2000-10-31,Nevada,137600,87,223500,142600,142600,152600,176100,101700,243800,107000,97300,NA
2000-10-31,NewHampshire,154100,90,231300,142900,142900,152600,203600,88500,227900,113400,112000,75400
2000-10-31,NewJersey,162500,107,312100,176000,176000,179500,237200,103900,303600,133500,122300,106900
2000-10-31,NewMexico,123500,77,201700,132300,132300,132500,162000,100000,208900,101000,NA,NA
2000-10-31,NewYork,93500,NA,NA,NA,NA,NA,NA,70000,208200,77600,NA,NA
2000-10-31,NorthCarolina,116800,75,208700,117600,117600,118200,194700,67700,244700,79200,111200,74300
2000-10-31,Ohio,106800,75,180000,107100,107100,107800,166500,65000,183700,77300,99000,60400
2000-10-31,Oklahoma,71500,48,126100,68500,68500,68600,127500,37700,149900,38200,49900,33700
2000-10-31,Oregon,148200,99,236200,149200,149200,150200,193900,102900,228100,118600,134800,104300
